player_name,matches,innings,total_runs,balls_faced,batting_average,strike_rate,fours,sixes,highest_score,centuries,fifties,balls_bowled,runs_conceded,wickets,bowling_average,economy_rate,bowling_strike_rate,four_wicket_hauls,five_wicket_hauls
D Wiese,11.0,2.0,148.0,105.0,29.6,140.95238095238096,12.0,7.0,47.0,0.0,0.0,307.0,428.0,17.0,25.176470588235293,8.364820846905538,18.058823529411764,1.0,0.0
D du Preez,1.0,1.0,10.0,13.0,10.0,76.92307692307693,0.0,0.0,10.0,0.0,0.0,43.0,55.0,4.0,13.75,7.674418604651162,10.75,0.0,0.0
DA Miller,123.0,3.0,2924.0,2171.0,35.65853658536585,134.68447719944726,207.0,134.0,101.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DA Warner,184.0,4.0,6567.0,4849.0,40.042682926829265,135.4299855640338,663.0,236.0,126.0,4.0,62.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
DAJ Bracewell,1.0,1.0,12.0,9.0,0.0,133.33333333333331,1.0,0.0,12.0,0.0,0.0,25.0,31.0,3.0,10.333333333333334,7.4399999999999995,8.333333333333334,0.0,0.0
DB Das,22.0,2.0,304.0,267.0,21.714285714285715,113.85767790262172,23.0,16.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB Ravi Teja,25.0,2.0,375.0,325.0,19.736842105263158,115.38461538461537,35.0,9.0,60.0,0.0,1.0,18.0,28.0,1.0,28.0,9.333333333333334,18.0,0.0,0.0
DE Bollinger,4.0,2.0,21.0,23.0,21.0,91.30434782608695,1.0,1.0,16.0,0.0,0.0,600.0,663.0,43.0,15.418604651162791,6.63,13.953488372093023,2.0,0.0
DG Nalkande,2.0,1.0,12.0,12.0,6.0,100.0,0.0,1.0,12.0,0.0,0.0,89.0,143.0,6.0,23.833333333333332,9.640449438202246,14.833333333333334,0.0,0.0
DH Yagnik,17.0,2.0,170.0,142.0,17.0,119.71830985915493,23.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Bravo,110.0,2.0,1560.0,1247.0,22.608695652173914,125.10024057738573,120.0,66.0,70.0,0.0,5.0,3296.0,4178.0,207.0,20.183574879227052,7.605582524271844,15.922705314009661,4.0,0.0
DJ Harris,4.0,2.0,111.0,103.0,27.75,107.76699029126213,11.0,5.0,47.0,0.0,0.0,18.0,26.0,0.0,0.0,8.666666666666666,0.0,0.0,0.0
DJ Hooda,96.0,3.0,1466.0,1170.0,18.325,125.2991452991453,96.0,61.0,64.0,0.0,8.0,384.0,518.0,10.0,51.8,8.09375,38.4,0.0,0.0
DJ Hussey,61.0,2.0,1322.0,1101.0,26.979591836734695,120.07266121707538,90.0,60.0,71.0,0.0,5.0,323.0,467.0,10.0,46.7,8.674922600619194,32.3,0.0,0.0
DJ Jacobs,7.0,2.0,92.0,101.0,13.142857142857142,91.0891089108911,10.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Malan,1.0,1.0,26.0,26.0,26.0,100.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Mitchell,15.0,2.0,351.0,274.0,27.0,128.1021897810219,28.0,10.0,63.0,0.0,2.0,51.0,94.0,1.0,94.0,11.058823529411764,51.0,0.0,0.0
DJ Muthuswami,1.0,1.0,1.0,3.0,1.0,33.33333333333333,0.0,0.0,1.0,0.0,0.0,84.0,101.0,4.0,25.25,7.214285714285714,21.0,0.0,0.0
DJ Thornely,4.0,2.0,39.0,54.0,13.0,72.22222222222221,2.0,2.0,30.0,0.0,0.0,44.0,38.0,3.0,12.666666666666666,5.181818181818182,14.666666666666666,0.0,0.0
DJ Willey,5.0,2.0,53.0,64.0,26.5,82.8125,7.0,0.0,20.0,0.0,0.0,221.0,267.0,7.0,38.142857142857146,7.248868778280542,31.571428571428573,0.0,0.0
DJG Sammy,20.0,2.0,295.0,251.0,19.666666666666668,117.52988047808766,15.0,18.0,60.0,0.0,1.0,244.0,341.0,14.0,24.357142857142858,8.385245901639344,17.428571428571427,0.0,1.0
DJM Short,7.0,2.0,115.0,102.0,16.428571428571427,112.74509803921569,11.0,5.0,44.0,0.0,0.0,18.0,19.0,1.0,19.0,6.333333333333333,18.0,0.0,0.0
DL Chahar,12.0,2.0,80.0,61.0,11.428571428571429,131.14754098360655,2.0,6.0,39.0,0.0,0.0,1746.0,2144.0,79.0,27.139240506329113,7.367697594501718,22.10126582278481,1.0,1.0
DL Vettori,16.0,2.0,121.0,118.0,15.125,102.54237288135593,11.0,2.0,29.0,0.0,0.0,785.0,871.0,34.0,25.61764705882353,6.657324840764331,23.08823529411765,0.0,1.0
DM Bravo,1.0,1.0,6.0,5.0,0.0,120.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNT Zoysa,2.0,2.0,11.0,9.0,11.0,122.22222222222223,1.0,0.0,10.0,0.0,0.0,69.0,96.0,2.0,48.0,8.347826086956522,34.5,0.0,0.0
DP Conway,22.0,2.0,924.0,669.0,48.63157894736842,138.11659192825113,100.0,30.0,92.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP Nannes,2.0,1.0,4.0,13.0,4.0,30.76923076923077,0.0,0.0,3.0,0.0,0.0,689.0,734.0,38.0,19.31578947368421,6.3918722786647315,18.13157894736842,1.0,0.0
DP Vijaykumar,1.0,1.0,1.0,1.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,159.0,192.0,4.0,48.0,7.245283018867925,39.75,0.0,0.0
DPMD Jayawardene,78.0,3.0,1808.0,1522.0,28.25,118.7910643889619,200.0,40.0,110.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DR Martyn,1.0,1.0,19.0,26.0,19.0,73.07692307692307,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DR Sams,13.0,2.0,44.0,48.0,4.888888888888889,91.66666666666666,1.0,3.0,15.0,0.0,0.0,389.0,489.0,15.0,32.6,7.5424164524421595,25.933333333333334,1.0,0.0
DR Shorey,2.0,1.0,13.0,20.0,6.5,65.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DR Smith,88.0,2.0,2385.0,1803.0,28.392857142857142,132.27953410981698,245.0,117.0,87.0,0.0,17.0,557.0,787.0,27.0,29.14814814814815,8.477558348294435,20.62962962962963,1.0,0.0
DS Kulkarni,20.0,2.0,104.0,113.0,11.555555555555555,92.03539823008849,7.0,2.0,28.0,0.0,0.0,1876.0,2364.0,91.0,25.978021978021978,7.560767590618337,20.615384615384617,1.0,0.0
DS Lehmann,2.0,2.0,18.0,19.0,9.0,94.73684210526315,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT Christian,41.0,2.0,460.0,408.0,14.838709677419354,112.74509803921569,23.0,19.0,39.0,0.0,0.0,922.0,1152.0,40.0,28.8,7.496746203904555,23.05,0.0,0.0
DT Patil,2.0,2.0,13.0,13.0,6.5,100.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Steyn,33.0,2.0,167.0,163.0,7.590909090909091,102.45398773006136,14.0,3.0,19.0,0.0,0.0,2282.0,2406.0,105.0,22.914285714285715,6.326029798422437,21.733333333333334,0.0,0.0
Dhruv Jurel,22.0,2.0,347.0,237.0,23.133333333333333,146.41350210970467,29.0,16.0,56.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E Lewis,26.0,2.0,654.0,499.0,27.25,131.06212424849699,62.0,36.0,65.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJG Morgan,74.0,3.0,1406.0,1181.0,22.677419354838708,119.05165114309906,112.0,64.0,68.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ER Dwivedi,2.0,1.0,24.0,15.0,12.0,160.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F Behardien,3.0,2.0,14.0,13.0,7.0,107.6923076923077,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F du Plessis,138.0,2.0,4571.0,3435.0,35.99212598425197,133.07132459970887,422.0,166.0,96.0,0.0,37.0,6.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0
FA Allen,3.0,2.0,14.0,19.0,7.0,73.68421052631578,1.0,0.0,8.0,0.0,0.0,91.0,135.0,2.0,67.5,8.901098901098901,45.5,0.0,0.0
FH Edwards,2.0,1.0,4.0,5.0,4.0,80.0,0.0,0.0,3.0,0.0,0.0,150.0,144.0,6.0,24.0,5.76,25.0,0.0,0.0
FY Fazal,11.0,2.0,183.0,179.0,18.3,102.23463687150837,22.0,1.0,45.0,0.0,0.0,12.0,20.0,1.0,20.0,10.0,12.0,0.0,0.0
Fazalhaq Farooqi,2.0,1.0,3.0,13.0,0.0,23.076923076923077,0.0,0.0,2.0,0.0,0.0,162.0,217.0,6.0,36.166666666666664,8.037037037037036,27.0,0.0,0.0
G Coetzee,5.0,2.0,14.0,22.0,3.5,63.63636363636363,0.0,1.0,8.0,0.0,0.0,216.0,318.0,13.0,24.46153846153846,8.833333333333334,16.615384615384617,1.0,0.0
G Gambhir,151.0,2.0,4217.0,3524.0,31.00735294117647,119.66515323496027,492.0,59.0,93.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB Hogg,4.0,1.0,22.0,22.0,7.333333333333333,100.0,1.0,0.0,13.0,0.0,0.0,466.0,552.0,25.0,22.08,7.1072961373390555,18.64,1.0,0.0
GC Smith,29.0,2.0,739.0,691.0,28.423076923076923,106.9464544138929,94.0,9.0,91.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GC Viljoen,3.0,2.0,3.0,7.0,1.5,42.857142857142854,0.0,0.0,2.0,0.0,0.0,146.0,210.0,8.0,26.25,8.63013698630137,18.25,0.0,0.0
GD McGrath,2.0,1.0,4.0,5.0,4.0,80.0,1.0,0.0,4.0,0.0,0.0,329.0,352.0,14.0,25.142857142857142,6.419452887537994,23.5,1.0,0.0
GD Phillips,8.0,2.0,65.0,55.0,9.285714285714286,118.18181818181819,3.0,6.0,25.0,0.0,0.0,31.0,39.0,2.0,19.5,7.548387096774193,15.5,0.0,0.0
GH Vihari,23.0,2.0,284.0,331.0,14.2,85.80060422960725,23.0,1.0,46.0,0.0,0.0,43.0,46.0,1.0,46.0,6.4186046511627906,43.0,0.0,0.0
GHS Garton,2.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,2.0,0.0,0.0,97.0,128.0,3.0,42.666666666666664,7.917525773195876,32.333333333333336,0.0,0.0
GJ Bailey,36.0,2.0,663.0,552.0,24.555555555555557,120.1086956521739,59.0,19.0,61.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJ Maxwell,128.0,3.0,2772.0,1842.0,24.75,150.4885993485342,233.0,160.0,95.0,0.0,18.0,965.0,1275.0,41.0,31.097560975609756,7.927461139896373,23.536585365853657,0.0,0.0
GR Napier,1.0,1.0,15.0,16.0,15.0,93.75,1.0,0.0,15.0,0.0,0.0,24.0,27.0,1.0,27.0,6.75,24.0,0.0,0.0
Gulbadin Naib,1.0,1.0,19.0,15.0,19.0,126.66666666666666,1.0,1.0,19.0,0.0,0.0,6.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0
Gurkeerat Singh,32.0,2.0,511.0,436.0,21.291666666666668,117.20183486238531,55.0,11.0,65.0,0.0,2.0,82.0,93.0,5.0,18.6,6.8048780487804885,16.4,0.0,0.0
H Das,1.0,1.0,2.0,5.0,2.0,40.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H Klaasen,32.0,2.0,993.0,613.0,38.19230769230769,161.99021207177816,56.0,64.0,104.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HC Brook,11.0,2.0,190.0,159.0,21.11111111111111,119.49685534591194,23.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HE van der Dussen,3.0,2.0,22.0,25.0,11.0,88.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HF Gurney,1.0,1.0,1.0,5.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,169.0,231.0,7.0,33.0,8.201183431952662,24.142857142857142,0.0,0.0
HH Gibbs,36.0,2.0,886.0,837.0,27.6875,105.8542413381123,83.0,31.0,69.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HH Pandya,128.0,5.0,2534.0,1814.0,28.471910112359552,139.69128996692393,189.0,137.0,91.0,0.0,10.0,1485.0,2083.0,70.0,29.757142857142856,8.416161616161617,21.214285714285715,0.0,0.0
HM Amla,16.0,2.0,577.0,418.0,44.38461538461539,138.03827751196172,60.0,21.0,104.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR Shokeen,5.0,2.0,66.0,67.0,22.0,98.50746268656717,9.0,0.0,25.0,0.0,0.0,213.0,301.0,5.0,60.2,8.47887323943662,42.6,0.0,0.0
HV Patel,37.0,2.0,249.0,214.0,9.222222222222221,116.35514018691589,16.0,15.0,36.0,0.0,0.0,2284.0,3003.0,151.0,19.887417218543046,7.888791593695271,15.125827814569536,3.0,2.0
Harbhajan Singh,88.0,2.0,833.0,636.0,15.145454545454545,130.9748427672956,79.0,42.0,64.0,0.0,1.0,3496.0,3928.0,161.0,24.39751552795031,6.74141876430206,21.714285714285715,3.0,1.0
Harmeet Singh,4.0,2.0,18.0,12.0,4.5,150.0,3.0,0.0,14.0,0.0,0.0,574.0,698.0,31.0,22.516129032258064,7.29616724738676,18.516129032258064,0.0,0.0
Harpreet Brar,24.0,2.0,233.0,201.0,21.181818181818183,115.92039800995025,19.0,9.0,29.0,0.0,0.0,692.0,875.0,25.0,35.0,7.586705202312139,27.68,1.0,0.0
Harpreet Singh,8.0,2.0,123.0,119.0,17.571428571428573,103.36134453781514,10.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harshit Rana,3.0,2.0,2.0,3.0,1.0,66.66666666666666,0.0,0.0,2.0,0.0,0.0,403.0,563.0,27.0,20.85185185185185,8.38213399503722,14.925925925925926,0.0,0.0
I Malhotra,1.0,1.0,7.0,4.0,0.0,175.0,1.0,0.0,7.0,0.0,0.0,6.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0
I Sharma,21.0,2.0,57.0,71.0,9.5,80.28169014084507,4.0,2.0,10.0,0.0,0.0,2429.0,3020.0,96.0,31.458333333333332,7.459860024701523,25.302083333333332,0.0,1.0
I Udana,4.0,2.0,15.0,11.0,5.0,136.36363636363635,1.0,1.0,10.0,0.0,0.0,182.0,274.0,8.0,34.25,9.032967032967033,22.75,0.0,0.0
IC Pandey,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,584.0,19.0,30.736842105263158,7.471215351812366,24.68421052631579,0.0,0.0
IK Pathan,82.0,3.0,1150.0,985.0,21.69811320754717,116.75126903553299,88.0,38.0,60.0,0.0,1.0,2113.0,2569.0,99.0,25.949494949494948,7.294841457643161,21.343434343434343,0.0,0.0
IR Jaggi,7.0,2.0,76.0,100.0,15.2,76.0,6.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IS Sodhi,2.0,1.0,7.0,18.0,3.5,38.88888888888889,0.0,0.0,6.0,0.0,0.0,182.0,201.0,9.0,22.333333333333332,6.626373626373627,20.22222222222222,0.0,0.0
Imran Tahir,8.0,2.0,33.0,37.0,8.25,89.1891891891892,5.0,0.0,13.0,0.0,0.0,1340.0,1664.0,86.0,19.348837209302324,7.450746268656716,15.581395348837209,5.0,0.0
Iqbal Abdulla,13.0,2.0,88.0,86.0,44.0,102.32558139534885,9.0,1.0,33.0,0.0,0.0,943.0,1083.0,45.0,24.066666666666666,6.890774125132556,20.955555555555556,0.0,0.0
Ishan Kishan,99.0,2.0,2644.0,1991.0,28.43010752688172,132.79758915118032,255.0,119.0,99.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Arunkumar,3.0,2.0,23.0,24.0,7.666666666666667,95.83333333333334,5.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Botha,28.0,2.0,409.0,364.0,20.45,112.36263736263736,39.0,5.0,67.0,0.0,1.0,709.0,781.0,27.0,28.925925925925927,6.609308885754584,26.25925925925926,0.0,0.0
J Fraser-McGurk,9.0,2.0,330.0,150.0,36.666666666666664,220.00000000000003,32.0,28.0,84.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Suchith,9.0,2.0,70.0,62.0,17.5,112.90322580645163,6.0,3.0,34.0,0.0,0.0,434.0,585.0,20.0,29.25,8.087557603686637,21.7,0.0,0.0
J Syed Mohammad,5.0,1.0,29.0,27.0,14.5,107.40740740740742,4.0,0.0,13.0,0.0,0.0,196.0,279.0,10.0,27.9,8.540816326530614,19.6,0.0,0.0
J Theron,4.0,2.0,10.0,13.0,5.0,76.92307692307693,1.0,0.0,7.0,0.0,0.0,235.0,288.0,13.0,22.153846153846153,7.353191489361703,18.076923076923077,0.0,1.0
J Yadav,4.0,1.0,40.0,38.0,10.0,105.26315789473684,2.0,1.0,23.0,0.0,0.0,398.0,437.0,9.0,48.55555555555556,6.5879396984924625,44.22222222222222,0.0,0.0
JA Morkel,67.0,3.0,975.0,712.0,24.375,136.93820224719101,61.0,55.0,73.0,0.0,3.0,1807.0,2256.0,96.0,23.5,7.490868843386829,18.822916666666668,3.0,0.0
JA Richardson,3.0,2.0,17.0,27.0,5.666666666666667,62.96296296296296,2.0,0.0,15.0,0.0,0.0,94.0,152.0,3.0,50.666666666666664,9.702127659574469,31.333333333333332,0.0,0.0
JC Archer,23.0,2.0,199.0,132.0,15.307692307692308,150.75757575757575,11.0,14.0,27.0,0.0,0.0,987.0,1125.0,49.0,22.959183673469386,6.838905775075988,20.142857142857142,0.0,0.0
JC Buttler,106.0,3.0,3583.0,2519.0,37.71578947368421,142.23898372369987,356.0,161.0,124.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JD Ryder,29.0,2.0,604.0,466.0,21.571428571428573,129.6137339055794,69.0,19.0,86.0,0.0,4.0,241.0,297.0,11.0,27.0,7.394190871369295,21.90909090909091,0.0,0.0
JD Unadkat,27.0,2.0,197.0,170.0,12.3125,115.88235294117648,16.0,7.0,26.0,0.0,0.0,2194.0,3119.0,109.0,28.61467889908257,8.529626253418414,20.128440366972477,1.0,2.0
JDP Oram,11.0,2.0,106.0,110.0,13.25,96.36363636363636,6.0,5.0,41.0,0.0,0.0,244.0,342.0,13.0,26.307692307692307,8.40983606557377,18.76923076923077,0.0,0.0
JDS Neesham,10.0,2.0,92.0,93.0,10.222222222222221,98.9247311827957,6.0,2.0,22.0,0.0,0.0,222.0,328.0,8.0,41.0,8.864864864864865,27.75,0.0,0.0
JE Root,1.0,1.0,10.0,15.0,10.0,66.66666666666666,1.0,0.0,10.0,0.0,0.0,12.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0
JE Taylor,2.0,2.0,3.0,4.0,3.0,75.0,0.0,0.0,2.0,0.0,0.0,122.0,152.0,6.0,25.333333333333332,7.475409836065574,20.333333333333332,0.0,0.0
JEC Franklin,16.0,2.0,327.0,309.0,29.727272727272727,105.8252427184466,25.0,9.0,79.0,0.0,1.0,155.0,216.0,9.0,24.0,8.361290322580645,17.22222222222222,0.0,0.0
JH Kallis,95.0,2.0,2427.0,2291.0,28.55294117647059,105.93627237014405,255.0,44.0,89.0,0.0,17.0,1799.0,2222.0,74.0,30.027027027027028,7.410783768760423,24.31081081081081,0.0,0.0
JJ Bumrah,26.0,2.0,68.0,80.0,9.714285714285714,85.0,5.0,1.0,16.0,0.0,0.0,3185.0,3613.0,182.0,19.85164835164835,6.806279434850863,17.5,7.0,3.0
JJ Roy,21.0,2.0,614.0,460.0,32.31578947368421,133.47826086956522,75.0,21.0,91.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JJ van der Wath,3.0,1.0,18.0,17.0,9.0,105.88235294117648,1.0,1.0,14.0,0.0,0.0,76.0,125.0,3.0,41.666666666666664,9.868421052631579,25.333333333333332,0.0,0.0
JL Denly,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JL Pattinson,2.0,1.0,15.0,13.0,15.0,115.38461538461537,2.0,0.0,11.0,0.0,0.0,222.0,311.0,11.0,28.272727272727273,8.405405405405405,20.181818181818183,0.0,0.0
JM Bairstow,50.0,2.0,1589.0,1132.0,34.54347826086956,140.37102473498234,166.0,69.0,114.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JM Kemp,2.0,1.0,26.0,25.0,13.0,104.0,1.0,1.0,22.0,0.0,0.0,47.0,51.0,3.0,17.0,6.51063829787234,15.666666666666666,0.0,0.0
JM Sharma,36.0,2.0,730.0,501.0,22.8125,145.70858283433134,53.0,45.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JO Holder,27.0,2.0,259.0,217.0,12.333333333333334,119.35483870967742,13.0,18.0,47.0,0.0,0.0,1049.0,1403.0,59.0,23.779661016949152,8.024785510009533,17.779661016949152,3.0,0.0
JP Behrendorff,2.0,1.0,6.0,9.0,0.0,66.66666666666666,0.0,0.0,3.0,0.0,0.0,379.0,535.0,22.0,24.318181818181817,8.469656992084433,17.227272727272727,1.0,0.0
JP Duminy,75.0,2.0,2029.0,1680.0,39.78431372549019,120.77380952380952,126.0,79.0,78.0,0.0,14.0,701.0,802.0,23.0,34.869565217391305,6.864479315263909,30.47826086956522,1.0,0.0
JP Faulkner,45.0,3.0,527.0,406.0,20.26923076923077,129.80295566502463,36.0,23.0,46.0,0.0,0.0,1287.0,1744.0,76.0,22.94736842105263,8.13053613053613,16.93421052631579,2.0,3.0
JPR Scantlebury-Searles,2.0,1.0,8.0,6.0,8.0,133.33333333333331,0.0,1.0,6.0,0.0,0.0,45.0,86.0,2.0,43.0,11.466666666666667,22.5,0.0,0.0
JR Hazlewood,6.0,2.0,19.0,29.0,0.0,65.51724137931035,1.0,0.0,7.0,0.0,0.0,622.0,791.0,36.0,21.97222222222222,7.630225080385852,17.27777777777778,1.0,0.0
JR Hopes,19.0,2.0,417.0,314.0,26.0625,132.80254777070064,49.0,11.0,71.0,0.0,4.0,369.0,539.0,14.0,38.5,8.764227642276422,26.357142857142858,0.0,0.0
JR Philippe,5.0,2.0,78.0,80.0,19.5,97.5,9.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaskaran Singh,4.0,2.0,8.0,11.0,8.0,72.72727272727273,0.0,0.0,4.0,0.0,0.0,111.0,162.0,6.0,27.0,8.756756756756756,18.5,0.0,0.0
Joginder Sharma,5.0,2.0,36.0,30.0,9.0,120.0,1.0,2.0,16.0,0.0,0.0,272.0,402.0,13.0,30.923076923076923,8.867647058823529,20.923076923076923,0.0,0.0
K Goel,16.0,2.0,218.0,239.0,14.533333333333333,91.21338912133892,17.0,9.0,38.0,0.0,0.0,67.0,92.0,0.0,0.0,8.238805970149254,0.0,0.0,0.0
K Gowtham,27.0,2.0,247.0,159.0,13.722222222222221,155.34591194968556,15.0,17.0,33.0,0.0,0.0,599.0,797.0,22.0,36.22727272727273,7.98330550918197,27.227272727272727,0.0,0.0
K Kartikeya,2.0,1.0,9.0,13.0,4.5,69.23076923076923,1.0,0.0,6.0,0.0,0.0,241.0,321.0,10.0,32.1,7.991701244813278,24.1,0.0,0.0
K Rabada,28.0,2.0,206.0,207.0,12.117647058823529,99.51690821256038,16.0,8.0,44.0,0.0,0.0,1907.0,2486.0,126.0,19.73015873015873,7.821709491347667,15.134920634920634,7.0,0.0
K Upadhyay,2.0,1.0,12.0,9.0,0.0,133.33333333333331,0.0,1.0,11.0,0.0,0.0,56.0,79.0,0.0,0.0,8.464285714285714,0.0,0.0,0.0
K Yadav,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,84.0,2.0,42.0,9.333333333333334,27.0,0.0,0.0
KA Jamieson,7.0,2.0,65.0,55.0,16.25,118.18181818181819,5.0,3.0,16.0,0.0,0.0,179.0,258.0,9.0,28.666666666666668,8.64804469273743,19.88888888888889,0.0,0.0
KA Maharaj,1.0,1.0,1.0,2.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,36.0,39.0,2.0,19.5,6.5,18.0,0.0,0.0
KA Pollard,168.0,5.0,3437.0,2447.0,28.40495867768595,140.45770331017573,221.0,224.0,87.0,0.0,16.0,1586.0,2077.0,81.0,25.641975308641975,7.85750315258512,19.580246913580247,2.0,0.0
KAJ Roach,1.0,1.0,10.0,9.0,10.0,111.11111111111111,1.0,0.0,10.0,0.0,0.0,52.0,76.0,0.0,0.0,8.76923076923077,0.0,0.0,0.0
KB Arun Karthik,8.0,2.0,51.0,53.0,10.2,96.22641509433963,4.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KC Cariappa,5.0,2.0,24.0,21.0,8.0,114.28571428571428,0.0,2.0,12.0,0.0,0.0,224.0,340.0,8.0,42.5,9.107142857142856,28.0,0.0,0.0
KC Sangakkara,68.0,2.0,1687.0,1424.0,25.953846153846154,118.4691011235955,195.0,27.0,94.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KD Karthik,233.0,3.0,4843.0,3687.0,26.320652173913043,131.35340385136968,466.0,161.0,97.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KH Pandya,107.0,2.0,1647.0,1287.0,21.96,127.97202797202797,144.0,61.0,86.0,0.0,1.0,2183.0,2523.0,80.0,31.5375,6.934493815849748,27.2875,1.0,0.0
KJ Abbott,3.0,2.0,13.0,8.0,13.0,162.5,0.0,1.0,12.0,0.0,0.0,102.0,170.0,2.0,85.0,10.0,51.0,0.0,0.0
KK Ahmed,5.0,1.0,1.0,7.0,0.2,14.285714285714285,0.0,0.0,1.0,0.0,0.0,1345.0,1808.0,78.0,23.17948717948718,8.06542750929368,17.243589743589745,0.0,0.0
KK Cooper,12.0,2.0,116.0,70.0,12.88888888888889,165.71428571428572,9.0,8.0,32.0,0.0,0.0,600.0,725.0,36.0,20.13888888888889,7.25,16.666666666666668,1.0,0.0
KK Nair,68.0,2.0,1496.0,1192.0,23.746031746031747,125.503355704698,161.0,39.0,83.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL Nagarkoti,7.0,2.0,22.0,34.0,5.5,64.70588235294117,1.0,0.0,8.0,0.0,0.0,185.0,280.0,5.0,56.0,9.08108108108108,37.0,0.0,0.0
KL Rahul,122.0,3.0,4689.0,3578.0,44.65714285714286,131.05086640581328,400.0,187.0,132.0,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
